City,Tags,State,Old_age,Young_age,link 1,Avg Expense Per Day,historical & heritage,city,pilgrimage,hill station,beach,lake & backwater,adventure / trekking,wildlife,waterfall,nature & scenic,keys,description
Tirthal Valley,Nature & Scenic |  Adventure / Trekking,Himachal Pradesh,0,1,https://www.holidify.com/places/tirthan-valley/,2547,0,0,0,0,0,0,1,0,0,1,tirthan-valley,"  Tirthan Valley in Kullu District of Himachal Pradesh is perched at an altitude of 1600 metres above sea level. Deriving its name from Tirthan River flowing through it, Tirthan Valley lies around 3 km from the entrance of Great Himalayan National Park. This place is abundant in adventurous activities and a paradise for nature lovers. The magnificent Himalayas with snow-covered tops looking over the Tirthan River, this valley is best known for its trout fishing, trekking, and adventure activities and beautiful guesthouses set in nature. "
Savandurga,Nature & Scenic,Karnataka,1,1,https://www.holidify.com/places/savandurga/,2224,0,0,0,0,0,0,0,0,0,1,savandurga,"  Situated 60 kms to the west of Bangalore, Savandurga, considered to be one of the largest single rock formations in the whole of Asia. It comprises of two hills, Billigudda (white hill) and Karigudda (black hill) and has a temple situated at the foothill and a pond nearby. Most trekkers choose Billigudda due to its gentler slopes. The weekend travellers from Bangalore frequent it for trekking, camping and rock climbing. Arkavathi River flows nearby and moves towards Manchanabele Dam. Savandurga hills make for a tranquil and picturesque trek and overlook a beautiful lotus pond. Its one of the top places for slab climbing in the world and a lot of climbers and adventure seekers visit here often. Another popular activity here is bird watching. The avifauna here is magnificent and enthusiasts can spot the endangered yellow-throated bulbuls. Leopards and sloth bears are also spotted here. "
Shivagange,Pilgrimage | Nature & Scenic,Karnataka,1,0,https://www.holidify.com/places/shivagange/,2124,0,0,1,0,0,0,0,0,0,1,shivagange,"  Shivagange, a hillock situated 56 km from Bangalore, is a combination of temples and scenic beauty that makes it both a pilgrimage as well as an adventure spot. From a distance, the hillock looks like a 'Shiva Linga', with a spring flowing nearby that's locally called Ganga, thereby naming it Shivaganga. It is also given the name Dakshina Kashi (Kashi of the south) since it's home to various temples (Gangadhareshwara temple, Olakala Teertha, Nandi Statue, Patala Gange, etc.) The stone carving of Nandi ( the bull) is another primary attraction. The hilly feature of the place attracts a lot of adventure sports seekers, providing them opportunities for trekking and rock climbing. All in all, it is a popular getaway for travellers with both religious and adventurous inclinations"
Maravanthe,Beach | Nature & Scenic,Karnataka,1,1,https://www.holidify.com/places/maravanthe/,5118,0,0,0,0,1,0,0,0,0,1,maravanthe,"  Maravanthe is a getaway which can be best described as nature's basket full of mesmerizing picturesque views. A beautiful beach town with white sand spread miles and miles along the coast fetches the beach a nickname of a Virgin Beach. The sunset sets the whole place tinted in the shade of sepia just out of a painter's canvas. Studded with several places of the excursion, the town is adorned with a stark backdrop of Kodachadri Hills, while the Arabian Sea bounds it from one side and Sauparnika River on the other side. With pleasant weather especially during winters, you can visit the beach here, go snorkelling or scuba diving or even go on a trek at Kodachadri Hills!"
Bhandardara,Waterfall,Maharashtra,1,1,https://www.holidify.com/places/bhandardara/,5730,0,0,0,0,0,0,0,0,1,0,bhandardara,"  Bhandardara, a hill station nestled in the Sahyadri ranges of Maharashtra, has all the nature's blessings a place can get. The lush greenery, the humble waterfalls and surrounded by high mountains makes for the perfect holiday spot for city dwellers. Situated in the Ahmednagar district of Maharashtra, Bhandardara is 117 km. from Mumbai and is easily accessible through roadways. This little village is packed with so many attractions coupled with the serenity of the nature that it makes for an adventurous weekend to run away from the hustle and bustle of the cities."
Shekhawati,Historical & Heritage,Rajasthan,1,0,https://www.holidify.com/places/shekhawati/,1429,1,0,0,0,0,0,0,0,0,0,shekhawati,"  Shekhawati is a semi-arid getaway full of open air galleries, enchanting havelis & palaces and legendary forts. This region has been recognised as the open art gallery of Rajasthan"""" having the largest concentration of frescos in the world."" Shekhawati has a history similar to that of Nawalgarh where in the Marwari men went to cities like Bombay and Calcutta in search of work and the time they found success and their businesses flourished, that is exactly when these plush havelis emanated. One businessman competed with the other in showing off his wealth, this continued on and on and finally, what the business families of Shekhawati got was an affluent city to live in. The inhabitants of Shekhawati are considered brave, sacrificing and hard working people. The region provides one of the highest number of people to the Indian Army. Hence, this location makes up for a dreamscape for all those wishing to get a blast from the past."
Bundi,Historical & Heritage,Rajasthan,1,0,https://www.holidify.com/places/bundi/,2003,1,0,0,0,0,0,0,0,0,0,bundi,"  A princely state for a princely stay, in the northwest of India, lies the district of Bundi, in the Hadoti region of the royal state of Rajasthan. In ancient times, the area around Bundi was apparently inhabited by various local tribes. Bundi was previously called 'Bunda-Ka-Nal""; Nal meaning 'narrow ways'. It is said to derive its name from a former Meena tribe man called Bunda Meena. Later the region was governed by Rao Deva Hada who took over Bundi from Jaita Meena in 1342 and established a princely state Bundi renaming the surrounding area called Hadoti the land of great Hada Rajputs. Bundi is home to some of the most magnificent palaces, majestic forts, its baolis (meaning water wells or step wells), haves, temples and chhatris with carved pillars.  "
Dhanushkodi,Beach | Nature & Scenic,Tamil Nadu,1,1,https://www.holidify.com/places/dhanushkodi/,1711,0,0,0,0,1,0,0,0,0,1,dhanushkodi,"  Dhanushkodi is a small, sparsely populated beach town on the coast of Tamil Nadu. In the 1964, Dhanushkodi was hit by one of the worst storms India has ever seen. Ever since then, Tamil Nadu has rebuilt this town to become one of the most unique and unusual beach towns of India. This small town redefines the term isolated. Cut off from the rest of the world, this town seems untouched by time. While the rest of India is vying to get ahead in the race for prosperity, this town seems frozen in history, reflecting it grandeur and beauty."
National Chambal Wildlife Sanctuary,Wildlife,Uttar Pradesh,1,1,https://www.holidify.com/places/national-chambal-wildlife-sanctuary/,2147,0,0,0,0,0,0,0,1,0,0,national-chambal-wildlife-sanctuary,"  Just a 1 hour drive down from Agra, this is a perfect destination for the wildlife enthusiasts. It is a habitat of some of the most endangered species, but the main attraction here are, Gharial, Red crowned turtles, Gangetic Dolphins, Indian skimmers, among others. The beautiful sanctuary is surrounded by the Chambal river, known to be one of the cleanest river of India. It provides you a combination of a unique and unpolluted habitat, abundant wildlife and amazing landscapes, medieval temples and magnificent ancient ruins, animal fairs and naga sadhus, far far away from the chaos of the city. Tourists usually rent a motorized boat and go up and down the river as it flows through the ravines which makes for a serene experience. The boatmen are excellent at maneuvering as close to the birds and animals as possible without disturbing them to give you the opportunity to sight beautiful animals.Trained wildlife experts can also accompany visitors and provide expert information on the wildlife. Walks around the river and ravines are also organized which makes for an exciting yet serene experience especially during mornings and evenings. It is not only a wildlife lovers' and a birdwatcher's paradise, but also the perfect place to go to to take a leisure break.Along with the normal jeep safari, this national park offers you with river safari, bicycle ride, camel safari, horse safari."
Devprayag,Pilgrimage | Nature & Scenic,Uttarakhand,1,1,https://www.holidify.com/places/devprayag/,2384,0,0,1,0,0,0,0,0,0,1,devprayag,"  Marked by the confluence of rivers Alaknanda and Bhagirathi, Devprayag is a religious hub in Uttarakhand. It is quite popular among tourists coming for a pilgrimage or seeking solitude close to nature. Situated amidst rolling Himalayan ranges, Devprayag is a popular pilgrimage centre for Hindus. With ancient temples and idols amidst lush green surroundings, this place is beautiful and serene. It derives its religious significance from the vibrant rivers & natural elements that surround it. Dasharathachal Peak, Chandrabadani temple and Raghunathji temple are among some of the popular attractions here. Water sports and trekking are fun activities in Devprayag."
